usertype,start_station_name,end_station_name,route,num_of_trips,duration
Subscriber,W 38 St & 8 Ave,W 49 St & 8 Ave,W 38 St & 8 Ave to W 49 St & 8 Ave,3363,7.37
Customer,Central Park S & 6 Ave,Central Park West & W 85 St,Central Park S & 6 Ave to Central Park West & W 85 St,3363,44.95
Subscriber,Broadway & W 49 St,9 Ave & W 45 St,Broadway & W 49 St to 9 Ave & W 45 St,3362,6.22
Subscriber,Sullivan St & Washington Sq,Lafayette St & E 8 St,Sullivan St & Washington Sq to Lafayette St & E 8 St,3361,5.88
Subscriber,Pershing Square North,E 31 St & 3 Ave,Pershing Square North to E 31 St & 3 Ave,3361,6.54
Subscriber,LaGuardia Pl & W 3 St,E 12 St & 3 Ave,LaGuardia Pl & W 3 St to E 12 St & 3 Ave,3361,6.73
Subscriber,8 Ave & W 31 St,11 Ave & W 41 St,8 Ave & W 31 St to 11 Ave & W 41 St,3356,8.45
Subscriber,W 21 St & 6 Ave,E 23 St & 1 Ave,W 21 St & 6 Ave to E 23 St & 1 Ave,3355,9.38
Subscriber,Huron St & Franklin St,Vernon Blvd & 50 Ave,Huron St & Franklin St to Vernon Blvd & 50 Ave,3354,8.48
Subscriber,Forsyth St & Broome St,Stanton St & Chrystie St,Forsyth St & Broome St to Stanton St & Chrystie St,3352,3.69
Subscriber,W 24 St & 7 Ave,Greenwich Ave & 8 Ave,W 24 St & 7 Ave to Greenwich Ave & 8 Ave,3352,7.69
Subscriber,E 2 St & Avenue C,Great Jones St,E 2 St & Avenue C to Great Jones St,3352,7.56
Subscriber,8 Ave & W 31 St,W 21 St & 6 Ave,8 Ave & W 31 St to W 21 St & 6 Ave,3347,9.32
Subscriber,E 17 St & Broadway,E 17 St & Broadway,E 17 St & Broadway to E 17 St & Broadway,3345,12.86
Subscriber,Hudson St & Reade St,Vesey Pl & River Terrace,Hudson St & Reade St to Vesey Pl & River Terrace,3340,6.88
Subscriber,Mercer St & Bleecker St,Lafayette St & E 8 St,Mercer St & Bleecker St to Lafayette St & E 8 St,3338,6.75
Subscriber,W 41 St & 8 Ave,Pershing Square South,W 41 St & 8 Ave to Pershing Square South,3338,7.83
Subscriber,Broadway & W 41 St,Pershing Square South,Broadway & W 41 St to Pershing Square South,3335,6.0
Subscriber,W 20 St & 11 Ave,Broadway & E 22 St,W 20 St & 11 Ave to Broadway & E 22 St,3335,10.67
Subscriber,W 27 St & 7 Ave,W 20 St & 7 Ave,W 27 St & 7 Ave to W 20 St & 7 Ave,3334,4.29
Subscriber,Mott St & Prince St,Lafayette St & E 8 St,Mott St & Prince St to Lafayette St & E 8 St,3333,6.13
Subscriber,6 Ave & W 33 St,E 40 St & 5 Ave,6 Ave & W 33 St to E 40 St & 5 Ave,3332,6.39
Subscriber,E 24 St & Park Ave S,E 25 St & 1 Ave,E 24 St & Park Ave S to E 25 St & 1 Ave,3330,5.5
Subscriber,E 17 St & Broadway,E 14 St & Avenue B,E 17 St & Broadway to E 14 St & Avenue B,3330,11.62
Subscriber,8 Ave & W 33 St,9 Ave & W 45 St,8 Ave & W 33 St to 9 Ave & W 45 St,3330,7.87
Subscriber,W 20 St & 11 Ave,9 Ave & W 22 St,W 20 St & 11 Ave to 9 Ave & W 22 St,3329,5.49
Subscriber,E 58 St & 3 Ave,W 33 St & 7 Ave,E 58 St & 3 Ave to W 33 St & 7 Ave,3326,16.94
Subscriber,Barclay St & Church St,Bayard St & Baxter St,Barclay St & Church St to Bayard St & Baxter St,3326,9.06
Subscriber,6 Ave & W 33 St,8 Ave & W 33 St,6 Ave & W 33 St to 8 Ave & W 33 St,3324,4.72
Subscriber,8 Ave & W 31 St,W 44 St & 5 Ave,8 Ave & W 31 St to W 44 St & 5 Ave,3324,9.97
Customer,W 14 St & The High Line,West St & Chambers St,W 14 St & The High Line to West St & Chambers St,3321,19.89
Subscriber,Great Jones St,Sullivan St & Washington Sq,Great Jones St to Sullivan St & Washington Sq,3320,3.98
Subscriber,Lawrence St & Willoughby St,Adelphi St & Myrtle Ave,Lawrence St & Willoughby St to Adelphi St & Myrtle Ave,3320,7.44
Subscriber,E 13 St & Avenue A,E 7 St & Avenue A,E 13 St & Avenue A to E 7 St & Avenue A,3317,3.99
Subscriber,W 41 St & 8 Ave,Grand Army Plaza & Central Park S,W 41 St & 8 Ave to Grand Army Plaza & Central Park S,3317,11.72
Subscriber,8 Ave & W 31 St,1 Ave & E 30 St,8 Ave & W 31 St to 1 Ave & E 30 St,3315,10.97
Subscriber,E 33 St & 2 Ave,Lexington Ave & E 24 St,E 33 St & 2 Ave to Lexington Ave & E 24 St,3315,6.58
Subscriber,E 17 St & Broadway,W 20 St & 11 Ave,E 17 St & Broadway to W 20 St & 11 Ave,3313,9.94
Subscriber,Carmine St & 6 Ave,Broadway & E 22 St,Carmine St & 6 Ave to Broadway & E 22 St,3313,9.88
Subscriber,E 20 St & 2 Ave,E 20 St & FDR Drive,E 20 St & 2 Ave to E 20 St & FDR Drive,3312,5.06
Subscriber,University Pl & E 14 St,E 10 St & Avenue A,University Pl & E 14 St to E 10 St & Avenue A,3312,9.13
Subscriber,W 4 St & 7 Ave S,W 21 St & 6 Ave,W 4 St & 7 Ave S to W 21 St & 6 Ave,3311,7.85
Subscriber,11 Ave & W 59 St,W 42 St & 8 Ave,11 Ave & W 59 St to W 42 St & 8 Ave,3308,10.69
Subscriber,W 22 St & 10 Ave,E 17 St & Broadway,W 22 St & 10 Ave to E 17 St & Broadway,3308,10.9
Subscriber,9 Ave & W 45 St,W 37 St & 10 Ave,9 Ave & W 45 St to W 37 St & 10 Ave,3304,6.6
Customer,Central Park West & W 85 St,Central Park West & W 85 St,Central Park West & W 85 St to Central Park West & W 85 St,3302,51.72
Subscriber,1 Ave & E 18 St,Broadway & E 22 St,1 Ave & E 18 St to Broadway & E 22 St,3298,7.81
Subscriber,W 26 St & 10 Ave,Broadway & W 24 St,W 26 St & 10 Ave to Broadway & W 24 St,3297,8.68
Subscriber,E 20 St & 2 Ave,E 11 St & 2 Ave,E 20 St & 2 Ave to E 11 St & 2 Ave,3297,5.09
Subscriber,W 38 St & 8 Ave,5 Ave & E 29 St,W 38 St & 8 Ave to 5 Ave & E 29 St,3293,10.01
Subscriber,Grand Army Plaza & Central Park S,W 41 St & 8 Ave,Grand Army Plaza & Central Park S to W 41 St & 8 Ave,3291,12.03
Subscriber,W 47 St & 10 Ave,W 42 St & 8 Ave,W 47 St & 10 Ave to W 42 St & 8 Ave,3289,4.85
Subscriber,Broadway & W 41 St,W 43 St & 10 Ave,Broadway & W 41 St to W 43 St & 10 Ave,3284,6.86
Subscriber,W 13 St & 5 Ave,Greenwich Ave & 8 Ave,W 13 St & 5 Ave to Greenwich Ave & 8 Ave,3281,5.12
Subscriber,MacDougal St & Prince St,Lafayette St & Jersey St,MacDougal St & Prince St to Lafayette St & Jersey St,3279,6.14
Subscriber,W 13 St & Hudson St,Carmine St & 6 Ave,W 13 St & Hudson St to Carmine St & 6 Ave,3279,7.4
Customer,South End Ave & Liberty St,Bus Slip & State St,South End Ave & Liberty St to Bus Slip & State St,3276,19.58
Subscriber,Broadway & W 24 St,W 26 St & 10 Ave,Broadway & W 24 St to W 26 St & 10 Ave,3275,9.46
Subscriber,W 56 St & 10 Ave,W 42 St & 8 Ave,W 56 St & 10 Ave to W 42 St & 8 Ave,3275,7.82
Subscriber,W 42 St & 8 Ave,E 47 St & Park Ave,W 42 St & 8 Ave to E 47 St & Park Ave,3275,10.14
Customer,Broadway & W 60 St,Grand Army Plaza & Central Park S,Broadway & W 60 St to Grand Army Plaza & Central Park S,3274,35.17
Subscriber,Broadway & W 55 St,E 47 St & Park Ave,Broadway & W 55 St to E 47 St & Park Ave,3273,10.39
Subscriber,W 13 St & Hudson St,Christopher St & Greenwich St,W 13 St & Hudson St to Christopher St & Greenwich St,3273,6.09
Subscriber,Allen St & Rivington St,Lafayette St & Jersey St,Allen St & Rivington St to Lafayette St & Jersey St,3272,6.68
Subscriber,W 63 St & Broadway,Broadway & W 60 St,W 63 St & Broadway to Broadway & W 60 St,3270,3.54
Customer,Pier 40 - Hudson River Park,Little West St & 1 Pl,Pier 40 - Hudson River Park to Little West St & 1 Pl,3267,19.85
Subscriber,E 20 St & Park Ave,W 21 St & 6 Ave,E 20 St & Park Ave to W 21 St & 6 Ave,3266,5.59
Subscriber,E 23 St & 1 Ave,Pershing Square North,E 23 St & 1 Ave to Pershing Square North,3265,12.0
Subscriber,Broadway & W 60 St,W 47 St & 10 Ave,Broadway & W 60 St to W 47 St & 10 Ave,3264,11.04
Subscriber,W 33 St & 7 Ave,Lexington Ave & E 24 St,W 33 St & 7 Ave to Lexington Ave & E 24 St,3263,8.7
Subscriber,2 Ave & E 31 St,E 23 St & 1 Ave,2 Ave & E 31 St to E 23 St & 1 Ave,3261,6.09
Subscriber,Greenwich Ave & 8 Ave,Greenwich Ave & 8 Ave,Greenwich Ave & 8 Ave to Greenwich Ave & 8 Ave,3260,16.24
Subscriber,Lexington Ave & E 24 St,W 27 St & 7 Ave,Lexington Ave & E 24 St to W 27 St & 7 Ave,3260,8.21
Subscriber,8 Ave & W 31 St,Pershing Square North,8 Ave & W 31 St to Pershing Square North,3257,10.93
Subscriber,Hudson St & Reade St,Harrison St & Hudson St,Hudson St & Reade St to Harrison St & Hudson St,3255,2.59
Subscriber,9 Ave & W 22 St,W 16 St & The High Line,9 Ave & W 22 St to W 16 St & The High Line,3254,4.88
Subscriber,Bayard St & Baxter St,Cleveland Pl & Spring St,Bayard St & Baxter St to Cleveland Pl & Spring St,3254,6.57
Subscriber,Great Jones St,LaGuardia Pl & W 3 St,Great Jones St to LaGuardia Pl & W 3 St,3254,3.57
Subscriber,W 15 St & 7 Ave,Broadway & E 22 St,W 15 St & 7 Ave to Broadway & E 22 St,3252,7.62
Subscriber,W 42 St & 8 Ave,Pershing Square North,W 42 St & 8 Ave to Pershing Square North,3252,7.86
Subscriber,E 3 St & 1 Ave,E 11 St & 1 Ave,E 3 St & 1 Ave to E 11 St & 1 Ave,3251,6.4
Subscriber,8 Ave & W 52 St,8 Ave & W 33 St,8 Ave & W 52 St to 8 Ave & W 33 St,3250,10.83
Subscriber,E 11 St & 1 Ave,E 17 St & Broadway,E 11 St & 1 Ave to E 17 St & Broadway,3249,7.9
Subscriber,E 58 St & 3 Ave,E 55 St & 2 Ave,E 58 St & 3 Ave to E 55 St & 2 Ave,3247,4.41
Subscriber,E 17 St & Broadway,6 Ave & W 33 St,E 17 St & Broadway to 6 Ave & W 33 St,3243,10.96
Subscriber,46 Ave & 5 St,44 Dr & Jackson Ave,46 Ave & 5 St to 44 Dr & Jackson Ave,3243,7.46
Subscriber,Broadway & W 24 St,Pershing Square North,Broadway & W 24 St to Pershing Square North,3242,9.84
Subscriber,E 5 St & Avenue C,E 3 St & 1 Ave,E 5 St & Avenue C to E 3 St & 1 Ave,3242,5.29
Subscriber,W 18 St & 6 Ave,W 20 St & 11 Ave,W 18 St & 6 Ave to W 20 St & 11 Ave,3241,8.51
Subscriber,Broadway & E 22 St,1 Ave & E 18 St,Broadway & E 22 St to 1 Ave & E 18 St,3240,7.24
Subscriber,E 24 St & Park Ave S,W 38 St & 8 Ave,E 24 St & Park Ave S to W 38 St & 8 Ave,3239,11.46
Subscriber,W 4 St & 7 Ave S,Lafayette St & E 8 St,W 4 St & 7 Ave S to Lafayette St & E 8 St,3238,8.58
Subscriber,Greenwich Ave & 8 Ave,Lafayette St & E 8 St,Greenwich Ave & 8 Ave to Lafayette St & E 8 St,3235,9.33
Subscriber,W 38 St & 8 Ave,E 33 St & 5 Ave,W 38 St & 8 Ave to E 33 St & 5 Ave,3230,7.13
Customer,Grand Army Plaza & Central Park S,Central Park West & W 72 St,Grand Army Plaza & Central Park S to Central Park West & W 72 St,3230,45.23
Subscriber,Great Jones St,Cleveland Pl & Spring St,Great Jones St to Cleveland Pl & Spring St,3230,6.65
Subscriber,Cleveland Pl & Spring St,E 12 St & 3 Ave,Cleveland Pl & Spring St to E 12 St & 3 Ave,3228,8.31
Subscriber,Broadway & E 22 St,Broadway & E 22 St,Broadway & E 22 St to Broadway & E 22 St,3227,17.22
Subscriber,11 Ave & W 27 St,W 27 St & 7 Ave,11 Ave & W 27 St to W 27 St & 7 Ave,3226,6.96
Subscriber,W 22 St & 8 Ave,W 38 St & 8 Ave,W 22 St & 8 Ave to W 38 St & 8 Ave,3226,8.37
Subscriber,Pershing Square North,1 Ave & E 30 St,Pershing Square North to 1 Ave & E 30 St,3226,9.53
Subscriber,9 Ave & W 18 St,W 21 St & 6 Ave,9 Ave & W 18 St to W 21 St & 6 Ave,3224,6.69
Subscriber,E 17 St & Broadway,Lafayette St & Jersey St,E 17 St & Broadway to Lafayette St & Jersey St,3224,10.98
Subscriber,E 16 St & Irving Pl,Pershing Square North,E 16 St & Irving Pl to Pershing Square North,3220,11.25
Subscriber,W 53 St & 10 Ave,9 Ave & W 45 St,W 53 St & 10 Ave to 9 Ave & W 45 St,3218,6.46
Subscriber,Lexington Ave & E 24 St,Broadway & E 22 St,Lexington Ave & E 24 St to Broadway & E 22 St,3216,5.37
Subscriber,LaGuardia Pl & W 3 St,Cleveland Pl & Spring St,LaGuardia Pl & W 3 St to Cleveland Pl & Spring St,3216,7.65
Subscriber,8 Ave & W 31 St,E 39 St & 3 Ave,8 Ave & W 31 St to E 39 St & 3 Ave,3214,11.29
Subscriber,E 30 St & Park Ave S,2 Ave & E 31 St,E 30 St & Park Ave S to 2 Ave & E 31 St,3214,4.55
Subscriber,9 Ave & W 22 St,W 24 St & 7 Ave,9 Ave & W 22 St to W 24 St & 7 Ave,3214,6.21
Subscriber,Christopher St & Greenwich St,Mercer St & Spring St,Christopher St & Greenwich St to Mercer St & Spring St,3212,10.17
Subscriber,E 39 St & 3 Ave,Broadway & W 32 St,E 39 St & 3 Ave to Broadway & W 32 St,3211,7.61
Subscriber,E 25 St & 1 Ave,1 Ave & E 44 St,E 25 St & 1 Ave to 1 Ave & E 44 St,3206,8.22
Subscriber,E 39 St & 2 Ave,E 20 St & 2 Ave,E 39 St & 2 Ave to E 20 St & 2 Ave,3204,7.91
Subscriber,E 16 St & Irving Pl,W 31 St & 7 Ave,E 16 St & Irving Pl to W 31 St & 7 Ave,3204,10.42
Customer,Washington St & Gansevoort St,West St & Chambers St,Washington St & Gansevoort St to West St & Chambers St,3203,21.84
Subscriber,W 43 St & 6 Ave,W 43 St & 10 Ave,W 43 St & 6 Ave to W 43 St & 10 Ave,3202,6.59
Subscriber,Watts St & Greenwich St,Christopher St & Greenwich St,Watts St & Greenwich St to Christopher St & Greenwich St,3200,7.72
Subscriber,W 41 St & 8 Ave,W 52 St & 5 Ave,W 41 St & 8 Ave to W 52 St & 5 Ave,3199,9.35
Subscriber,Pershing Square North,W 37 St & 5 Ave,Pershing Square North to W 37 St & 5 Ave,3199,4.86
Subscriber,W 20 St & 11 Ave,W 20 St & 11 Ave,W 20 St & 11 Ave to W 20 St & 11 Ave,3197,18.41
Subscriber,W 13 St & 6 Ave,University Pl & E 14 St,W 13 St & 6 Ave to University Pl & E 14 St,3197,5.19
Subscriber,2 Ave & E 31 St,E 39 St & 2 Ave,2 Ave & E 31 St to E 39 St & 2 Ave,3196,7.1
Subscriber,Greenwich Ave & 8 Ave,E 16 St & 5 Ave,Greenwich Ave & 8 Ave to E 16 St & 5 Ave,3195,7.45
Subscriber,W 21 St & 6 Ave,Broadway & E 22 St,W 21 St & 6 Ave to Broadway & E 22 St,3195,5.7
Subscriber,8 Ave & W 33 St,9 Ave & W 22 St,8 Ave & W 33 St to 9 Ave & W 22 St,3194,7.31
Subscriber,Vesey Pl & River Terrace,Warren St & Church St,Vesey Pl & River Terrace to Warren St & Church St,3193,5.74
Subscriber,E 47 St & Park Ave,1 Ave & E 68 St,E 47 St & Park Ave to 1 Ave & E 68 St,3191,12.93
Subscriber,University Pl & E 14 St,E 10 St & 5 Ave,University Pl & E 14 St to E 10 St & 5 Ave,3189,4.37
Subscriber,W 27 St & 7 Ave,Broadway & E 22 St,W 27 St & 7 Ave to Broadway & E 22 St,3189,6.66
Subscriber,Cleveland Pl & Spring St,Forsyth St & Broome St,Cleveland Pl & Spring St to Forsyth St & Broome St,3181,6.03
Subscriber,N 6 St & Bedford Ave,Bedford Ave & Nassau Ave,N 6 St & Bedford Ave to Bedford Ave & Nassau Ave,3181,5.35
Subscriber,W 20 St & 7 Ave,Greenwich Ave & 8 Ave,W 20 St & 7 Ave to Greenwich Ave & 8 Ave,3180,5.88
Subscriber,Broadway & W 51 St,W 33 St & 7 Ave,Broadway & W 51 St to W 33 St & 7 Ave,3179,9.19
Subscriber,1 Ave & E 78 St,E 77 St & 3 Ave,1 Ave & E 78 St to E 77 St & 3 Ave,3179,3.42
Subscriber,Barrow St & Hudson St,Barrow St & Hudson St,Barrow St & Hudson St to Barrow St & Hudson St,3178,19.3
Subscriber,W 22 St & 10 Ave,West St & Chambers St,W 22 St & 10 Ave to West St & Chambers St,3177,17.77
Subscriber,W 11 St & 6 Ave,University Pl & E 14 St,W 11 St & 6 Ave to University Pl & E 14 St,3177,5.1
Customer,West St & Chambers St,W 20 St & 11 Ave,West St & Chambers St to W 20 St & 11 Ave,3176,24.69
Subscriber,E 10 St & Avenue A,Great Jones St,E 10 St & Avenue A to Great Jones St,3175,8.43
Subscriber,Little West St & 1 Pl,Little West St & 1 Pl,Little West St & 1 Pl to Little West St & 1 Pl,3175,24.07
Subscriber,W 18 St & 6 Ave,9 Ave & W 22 St,W 18 St & 6 Ave to 9 Ave & W 22 St,3174,7.13
Subscriber,Soissons Landing,Soissons Landing,Soissons Landing to Soissons Landing,3173,38.27
Subscriber,Washington Pl & 6 Ave,University Pl & E 14 St,Washington Pl & 6 Ave to University Pl & E 14 St,3172,6.36
Subscriber,E 17 St & Broadway,Cleveland Pl & Spring St,E 17 St & Broadway to Cleveland Pl & Spring St,3171,12.02
Subscriber,Broadway & W 39 St,Broadway & W 24 St,Broadway & W 39 St to Broadway & W 24 St,3170,7.8
Subscriber,11 Ave & W 27 St,West St & Chambers St,11 Ave & W 27 St to West St & Chambers St,3167,17.79
Subscriber,W 22 St & 8 Ave,E 17 St & Broadway,W 22 St & 8 Ave to E 17 St & Broadway,3167,8.77
Subscriber,W 42 St & 8 Ave,W 56 St & 10 Ave,W 42 St & 8 Ave to W 56 St & 10 Ave,3166,8.41
Subscriber,E 14 St & Avenue B,1 Ave & E 15 St,E 14 St & Avenue B to 1 Ave & E 15 St,3166,4.22
Subscriber,W 17 St & 8 Ave,W 18 St & 6 Ave,W 17 St & 8 Ave to W 18 St & 6 Ave,3164,5.01
Subscriber,W 22 St & 8 Ave,11 Ave & W 27 St,W 22 St & 8 Ave to 11 Ave & W 27 St,3160,7.75
Subscriber,Leonard St & Church St,Barclay St & Church St,Leonard St & Church St to Barclay St & Church St,3158,4.9
Subscriber,W 15 St & 7 Ave,W 22 St & 10 Ave,W 15 St & 7 Ave to W 22 St & 10 Ave,3155,7.51
Subscriber,Barrow St & Hudson St,University Pl & E 14 St,Barrow St & Hudson St to University Pl & E 14 St,3155,10.32
Subscriber,Nassau Ave & Newell St,N 8 St & Driggs Ave,Nassau Ave & Newell St to N 8 St & Driggs Ave,3155,6.45
Subscriber,LaGuardia Pl & W 3 St,Lafayette St & E 8 St,LaGuardia Pl & W 3 St to Lafayette St & E 8 St,3154,6.4
Subscriber,Broadway & W 29 St,E 16 St & 5 Ave,Broadway & W 29 St to E 16 St & 5 Ave,3154,6.38
Subscriber,W 44 St & 5 Ave,W 43 St & 10 Ave,W 44 St & 5 Ave to W 43 St & 10 Ave,3154,7.79
Subscriber,Washington St & Gansevoort St,Barrow St & Hudson St,Washington St & Gansevoort St to Barrow St & Hudson St,3153,7.1
Subscriber,Cleveland Pl & Spring St,Allen St & Hester St,Cleveland Pl & Spring St to Allen St & Hester St,3153,8.32
Subscriber,Sullivan St & Washington Sq,Greenwich Ave & 8 Ave,Sullivan St & Washington Sq to Greenwich Ave & 8 Ave,3151,6.88
Subscriber,Washington St & Gansevoort St,Washington St & Gansevoort St,Washington St & Gansevoort St to Washington St & Gansevoort St,3150,21.92
Subscriber,6 Ave & W 33 St,W 44 St & 5 Ave,6 Ave & W 33 St to W 44 St & 5 Ave,3149,7.23
Subscriber,Christopher St & Greenwich St,W 4 St & 7 Ave S,Christopher St & Greenwich St to W 4 St & 7 Ave S,3149,7.38
Subscriber,Forsyth St & Broome St,Bialystoker Pl & Delancey St,Forsyth St & Broome St to Bialystoker Pl & Delancey St,3141,6.45
Subscriber,Halsey St & Tompkins Ave,Macon St & Nostrand Ave,Halsey St & Tompkins Ave to Macon St & Nostrand Ave,3140,6.65
Subscriber,W 15 St & 7 Ave,W 4 St & 7 Ave S,W 15 St & 7 Ave to W 4 St & 7 Ave S,3140,5.29
Subscriber,E 25 St & 2 Ave,Broadway & E 22 St,E 25 St & 2 Ave to Broadway & E 22 St,3140,7.19
Subscriber,John St & William St,Pearl St & Hanover Square,John St & William St to Pearl St & Hanover Square,3140,3.94
Subscriber,Vesey Pl & River Terrace,12 Ave & W 40 St,Vesey Pl & River Terrace to 12 Ave & W 40 St,3140,24.15
Subscriber,E 17 St & Broadway,W 25 St & 6 Ave,E 17 St & Broadway to W 25 St & 6 Ave,3137,7.66
Subscriber,E 11 St & Broadway,W 11 St & 6 Ave,E 11 St & Broadway to W 11 St & 6 Ave,3137,3.71
Subscriber,MacDougal St & Prince St,W 18 St & 6 Ave,MacDougal St & Prince St to W 18 St & 6 Ave,3136,9.05
Subscriber,Perry St & Bleecker St,Carmine St & 6 Ave,Perry St & Bleecker St to Carmine St & 6 Ave,3135,4.92
Subscriber,MacDougal St & Prince St,Christopher St & Greenwich St,MacDougal St & Prince St to Christopher St & Greenwich St,3134,7.15
Subscriber,Centre St & Chambers St,Cleveland Pl & Spring St,Centre St & Chambers St to Cleveland Pl & Spring St,3132,8.66
Subscriber,8 Ave & W 31 St,E 24 St & Park Ave S,8 Ave & W 31 St to E 24 St & Park Ave S,3132,8.88
Subscriber,Broadway & E 14 St,E 4 St & 2 Ave,Broadway & E 14 St to E 4 St & 2 Ave,3132,7.52
Subscriber,Greenwich Ave & 8 Ave,Bank St & Washington St,Greenwich Ave & 8 Ave to Bank St & Washington St,3131,5.9
Subscriber,8 Ave & W 31 St,W 43 St & 10 Ave,8 Ave & W 31 St to W 43 St & 10 Ave,3131,9.2
Subscriber,E 3 St & 1 Ave,Lafayette St & E 8 St,E 3 St & 1 Ave to Lafayette St & E 8 St,3128,6.05
Subscriber,W 56 St & 6 Ave,E 47 St & Park Ave,W 56 St & 6 Ave to E 47 St & Park Ave,3128,7.42
Subscriber,E 17 St & Broadway,W 13 St & 6 Ave,E 17 St & Broadway to W 13 St & 6 Ave,3126,6.21
Subscriber,Broadway & W 32 St,W 41 St & 8 Ave,Broadway & W 32 St to W 41 St & 8 Ave,3126,7.6
Subscriber,9 Ave & W 22 St,9 Ave & W 18 St,9 Ave & W 22 St to 9 Ave & W 18 St,3122,3.31
Subscriber,Mott St & Prince St,Mott St & Prince St,Mott St & Prince St to Mott St & Prince St,3122,18.45
Subscriber,W 38 St & 8 Ave,E 39 St & 3 Ave,W 38 St & 8 Ave to E 39 St & 3 Ave,3121,8.98
Subscriber,Little West St & 1 Pl,Murray St & West St,Little West St & 1 Pl to Murray St & West St,3118,7.86
Subscriber,Barclay St & Church St,Broad St & Bridge St,Barclay St & Church St to Broad St & Bridge St,3117,7.65
Subscriber,W 13 St & 7 Ave,W 21 St & 6 Ave,W 13 St & 7 Ave to W 21 St & 6 Ave,3115,5.74
Subscriber,Cleveland Pl & Spring St,Howard St & Centre St,Cleveland Pl & Spring St to Howard St & Centre St,3113,4.28
Subscriber,5 Ave & E 29 St,W 38 St & 8 Ave,5 Ave & E 29 St to W 38 St & 8 Ave,3113,9.4
Subscriber,9 Ave & W 16 St,E 16 St & 5 Ave,9 Ave & W 16 St to E 16 St & 5 Ave,3112,7.29
Subscriber,E 20 St & FDR Drive,E 17 St & Broadway,E 20 St & FDR Drive to E 17 St & Broadway,3111,10.15
Subscriber,8 Ave & W 33 St,Broadway & W 58 St,8 Ave & W 33 St to Broadway & W 58 St,3111,12.33
Subscriber,11 Ave & W 41 St,W 34 St & 11 Ave,11 Ave & W 41 St to W 34 St & 11 Ave,3109,4.0
Subscriber,Cherry St,Cherry St,Cherry St to Cherry St,3108,25.02
Subscriber,St Marks Pl & 2 Ave,E 9 St & Avenue C,St Marks Pl & 2 Ave to E 9 St & Avenue C,3108,6.6
Subscriber,E 17 St & Broadway,W 24 St & 7 Ave,E 17 St & Broadway to W 24 St & 7 Ave,3107,9.47
Subscriber,Greenwich Ave & 8 Ave,Broadway & E 22 St,Greenwich Ave & 8 Ave to Broadway & E 22 St,3106,9.93
Subscriber,St James Pl & Oliver St,Cliff St & Fulton St,St James Pl & Oliver St to Cliff St & Fulton St,3104,5.85
Subscriber,MacDougal St & Prince St,W 13 St & 6 Ave,MacDougal St & Prince St to W 13 St & 6 Ave,3104,7.93
Subscriber,E 12 St & 3 Ave,E 14 St & Avenue B,E 12 St & 3 Ave to E 14 St & Avenue B,3103,7.45
Subscriber,9 Ave & W 22 St,E 16 St & 5 Ave,9 Ave & W 22 St to E 16 St & 5 Ave,3102,9.38
Subscriber,8 Ave & W 33 St,Pershing Square South,8 Ave & W 33 St to Pershing Square South,3102,9.48
Subscriber,E 30 St & Park Ave S,E 17 St & Broadway,E 30 St & Park Ave S to E 17 St & Broadway,3101,7.48
Subscriber,W 31 St & 7 Ave,E 16 St & Irving Pl,W 31 St & 7 Ave to E 16 St & Irving Pl,3100,11.03
Subscriber,Broadway & W 24 St,E 16 St & 5 Ave,Broadway & W 24 St to E 16 St & 5 Ave,3100,4.89
Subscriber,Broadway & E 14 St,Sullivan St & Washington Sq,Broadway & E 14 St to Sullivan St & Washington Sq,3100,7.64
Subscriber,Henry St & Grand St,Clinton St & Grand St,Henry St & Grand St to Clinton St & Grand St,3099,4.74
Subscriber,Howard St & Centre St,Cleveland Pl & Spring St,Howard St & Centre St to Cleveland Pl & Spring St,3099,6.07
Subscriber,W 52 St & 5 Ave,E 52 St & 2 Ave,W 52 St & 5 Ave to E 52 St & 2 Ave,3097,6.41
Subscriber,Bank St & Hudson St,W 21 St & 6 Ave,Bank St & Hudson St to W 21 St & 6 Ave,3096,8.86
Subscriber,W 15 St & 7 Ave,8 Ave & W 31 St,W 15 St & 7 Ave to 8 Ave & W 31 St,3094,9.4
Subscriber,E 47 St & Park Ave,9 Ave & W 45 St,E 47 St & Park Ave to 9 Ave & W 45 St,3092,9.12
Subscriber,W 18 St & 6 Ave,W 22 St & 10 Ave,W 18 St & 6 Ave to W 22 St & 10 Ave,3090,8.89
Subscriber,Clinton Ave & Flushing Ave,York St & Jay St,Clinton Ave & Flushing Ave to York St & Jay St,3089,7.92
Subscriber,Suffolk St & Stanton St,Suffolk St & Stanton St,Suffolk St & Stanton St to Suffolk St & Stanton St,3088,18.92
Subscriber,E 11 St & 2 Ave,W 13 St & 6 Ave,E 11 St & 2 Ave to W 13 St & 6 Ave,3088,7.09
Subscriber,W 41 St & 8 Ave,E 58 St & 3 Ave,W 41 St & 8 Ave to E 58 St & 3 Ave,3085,13.79
Subscriber,E 32 St & Park Ave,E 25 St & 2 Ave,E 32 St & Park Ave to E 25 St & 2 Ave,3085,5.88
Subscriber,Canal St & Rutgers St,Forsyth St & Canal St,Canal St & Rutgers St to Forsyth St & Canal St,3084,4.56
Subscriber,Watts St & Greenwich St,Vesey Pl & River Terrace,Watts St & Greenwich St to Vesey Pl & River Terrace,3082,10.41
